epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,mas_loss
0,0.002774083744649347,0.00039360000297824116,0.0001,31.26923894882202,0.002344618951351587,0.0,0.00042946479181433194
1,0.0027462945546298306,0.00041508649142272944,0.0001,31.187716484069824,0.00224351708219215,0.0,0.000502777471130508
2,0.0026188387215748004,0.00041594780963702984,0.0001,31.202038049697876,0.002164273815937552,0.0,0.000454564906194793
3,0.0027010793000677913,0.0004238494182697507,0.0001,31.199140071868896,0.0022145365786454037,0.0,0.00048654272499067325
4,0.0027090150972772097,0.0004462693022168191,0.0001,31.189696073532104,0.002217769979277356,0.0,0.0004912451147078223
5,0.002722530708677156,0.0005484187160917926,0.0001,32.22797632217407,0.002239166827333239,0.0,0.0004833638831345345
6,0.0026086163063462355,0.00041327289272894357,0.0001,33.002723693847656,0.0021500354698690987,0.0,0.0004585808392065876
7,0.0024798935162935543,0.00041418726789512725,5e-05,32.865201473236084,0.0020528113828655326,0.0,0.00042708213346399215
8,0.002594340881003552,0.00044223943037323995,5e-05,36.493529319763184,0.0021395487571497745,0.0,0.0004547921222523651
9,0.0025391825114977353,0.0004378143735627782,5e-05,47.441189765930176,0.002089683522775096,0.0,0.0004494989875485579
10,0.00257239247155549,0.00041629820730142153,5e-05,51.160449504852295,0.002163514131440135,0.0,0.0004088783398110437
11,0.0025430746107339077,0.00047734901430199726,5e-05,46.589717864990234,0.0021366926210656984,0.0,0.0004063819912027157
12,0.0025834257384729246,0.00043392031873832053,5e-05,51.33900499343872,0.002176232010842879,0.0,0.00040719372512577114
13,0.002440892885037493,0.00042727022078998167,2.5e-05,52.914889335632324,0.0020351013956477993,0.0,0.0004057914879724513
14,0.0024527764701558537,0.00043602529416395767,2.5e-05,54.74361038208008,0.002038992796607864,0.0,0.00041378367559687584
15,0.002432196259251924,0.000441597221058276,2.5e-05,56.2578444480896,0.0020201173400916845,0.0,0.00041207891880988567
16,0.002473055363850634,0.0004441236503178991,2.5e-05,55.373894691467285,0.002052715338790517,0.0,0.00042034002793992533
17,0.0024426109932856608,0.000411822216569918,2.5e-05,52.93480181694031,0.002030427897721483,0.0,0.00041218309560734257
18,0.0024432966873872055,0.0004246133238364077,2.5e-05,52.47472167015076,0.002028255941013171,0.0,0.00041504074901643626
19,0.002407714320035236,0.00042490728070447353,1.25e-05,54.814377307891846,0.002004129720163215,0.0,0.0004035845997238223
20,0.0024120455104298267,0.00042078449539334397,1.25e-05,57.159850120544434,0.0020153839994296054,0.0,0.00039666150897867244
