epoch,train_task,kd_pct,si_pct,kl,val_mse,lr
0,0.034180290633885176,0.0,0.0,0.0,0.0018105589735385563,0.0001
1,0.007451909425306393,0.0,0.0,0.0,0.0009682664125505623,0.0001
2,0.005641080956709424,0.0,0.0,0.0,0.001144908711349235,0.0001
3,0.004638671395266914,0.0,0.0,0.0,0.0005009434105301385,0.0001
4,0.003708597376165229,0.0,0.0,0.0,0.0010207831203754199,0.0001
5,0.002845186315753861,0.0,0.0,0.0,0.00038384924479144836,0.0001
6,0.0019421338859293834,0.0,0.0,0.0,0.0003466020740066581,0.0001
7,0.0013745446139404659,0.0,0.0,0.0,0.00023535887788941824,0.0001
8,0.0011363551059817274,0.0,0.0,0.0,0.0002873056698012691,0.0001
9,0.0008587046682471622,0.0,0.0,0.0,0.0009257041117799518,0.0001
10,0.0006458128901347535,0.0,0.0,0.0,0.0009103204335133983,0.0001
11,0.0005321239077995336,0.0,0.0,0.0,0.0012564984550696987,0.0001
12,0.00047212422864992634,0.0,0.0,0.0,0.008528246885802804,0.0001
13,0.00045203152614647126,0.0,0.0,0.0,0.0026869809688438895,5e-05
14,0.0003162314829379176,0.0,0.0,0.0,0.011495170841541879,5e-05
15,0.0002044140578550482,0.0,0.0,0.0,0.011449966391968932,5e-05
16,0.00028459440385300035,0.0,0.0,0.0,0.0050561211891188345,5e-05
17,0.00042232858135649737,0.0,0.0,0.0,0.007174852805056877,5e-05
18,0.0002417704478006982,0.0,0.0,0.0,0.007741239356737139,5e-05
19,0.00017372920981064977,0.0,0.0,0.0,0.008251005853433292,2.5e-05
20,0.00011911232441148934,0.0,0.0,0.0,0.007034786744577585,2.5e-05
21,0.00010880323514353586,0.0,0.0,0.0,0.004968442074530241,2.5e-05
22,9.981707707540499e-05,0.0,0.0,0.0,0.005410519438849972,2.5e-05
23,9.672206603567816e-05,0.0,0.0,0.0,0.004867258980955689,2.5e-05
24,9.051150342484778e-05,0.0,0.0,0.0,0.0042275226509938075,2.5e-05
25,8.646191235111658e-05,0.0,0.0,0.0,0.008712453275126049,1.25e-05
26,8.001492405121282e-05,0.0,0.0,0.0,0.004111769501416609,1.25e-05
27,7.800236500337356e-05,0.0,0.0,0.0,0.00446238351283148,1.25e-05
